title,tvmaze_id,genres,summary,runtime,average_runtime,premiered,language,status,network_country,rating_avg,rating_count,popularity,show_type,cast,characters,crew,episode_count,my_rating,watch_count,year_watched,tmdb_id,overview,tagline,poster_path,backdrop_path,vote_average,vote_count,first_air_date,last_air_date,number_of_seasons,number_of_episodes,processing_status
Altered Carbon,12036,Drama|Crime|Science-Fiction,"After 250 years on ice, a prisoner returns to life in a new body with one chance to win his freedom: by solving a mind-bending murder.",,52,43133,English,Ended,United States,8,,99,Scripted,Renée Elise Goldsberry|Chris Conner|Joel Kinnaman|Martha Higareda|Dichen Lachman|Ato Essandoh|James Purefoy|Kristin Lehman|Anthony Mackie|Simone Missick|Lela Loren|Trieu Tran|Torben Liebrecht|Dina Shihabi|Tatsuhisa Suzuki|Rina Satou|Ayaka Asai|Jouji Nakata|Kenji Yamauchi|Kanehira Yamamoto|Kōji Ishii,Quellcrist Falconer|Poe|Takeshi Kovacs|Kristin Ortega|Reileen Kawahara|Vernon Elliot|Laurens Bancroft|Miriam Bancroft|Takeshi Kovacs|Trepp|Danica Harlan|Mister Leung|Colonel Ivan Carrera|Dig 301|Ken a.k.a Takeshi Kovacs|Gena a.k.a. Reileen Kawahara|Holly Togram|Ogai|Hideki Tanaseda|Shinji|Genzo,Russel Friend|Garrett Lerner|Nevin Densham|Nevin Densham|Steve Blackman|Sarah Nicole Jones|Michael Ruscio|Sang Kyu Kim|Cori Uchida|Miguel Sapochnik|Adam Lash|Michael R. Perry|Allen Marshall Palmer|Alison Schapker|Laeta Kalogridis|Laeta Kalogridis|Brian Nelson|Nick Hurran|James Middleton|Dana Goldberg|Marcy Ross|Byron Smith|Rose Lam|Carey Meyer|Jeff Russo|Jeff Russo|April Webster|Anthony Mackie|Neville Kidd|John G. Lenic|Mike Medavoy|Arnie Messer|Amy Fleming|Erica Silverman Bream|Corinne Clark|Jennifer Page|Lisa Beach|Sarah Katzman|P.J. Dillon|Richard K. Morgan|Richard K. Morgan|Candice Elzinga|Rick Pagano|Stephen Philipson|Martin Ahlgren|David Ellison|Lori Waters|Michael Potkins|Johanna Lee|Jordan Gagne|Bradley J. Fischer|James Vanderbilt|Barry Alexander Brown|Julian Clarke|Elizabeth Padden|Martina Smyth|Nelson Ferreira|Steve Foster|Kirk Lynds|Cynthia Summers|Shane Connelly|Beth Lipari,18,3,1,2021,68421,"After 250 years on ice, a prisoner returns to life in a new body with one chance to win his freedom: by solving a mind-bending murder.",No body lives forever.,https://image.tmdb.org/t/p/w500/66rKwpSexUZ3yTv5lBS1bjU4Ykk.jpg,https://image.tmdb.org/t/p/w500/A6I3M4MIA2Pi2gS6vGdg2eVlVXT.jpg,7.651,2155,2018-02-02,2020-02-27,2,18,COMPLETE
The Mandalorian,38963,Action|Adventure|Science-Fiction,"After the fall of the Galactic Empire, lawlessness has spread throughout the galaxy. A lone gunfighter makes his way through the outer reaches, earning his keep as a bounty hunter.",,40,43781,English,Ended,United States,8.5,,100,Scripted,Pedro Pascal|Katee Sackhoff,Mandalorian|Bo-Katan Kryze,Dave Filoni|Kathleen Kennedy|Jon Favreau|Jon Favreau|David Acord|David Acord|Christopher Yost|Rick Famuyiwa|Aaron C. Fitzgerald |Joe Bauer|Matthew Wood|Carrie Beck|Carrie Beck|Jeff Seibenick|Rachel Goodlett Katz|David Klein|Ludwig Göransson|Colin Wilson|Colin Wilson|Joseph Shirley|Dana E. Glauberman|Karen Gilchrist|Sarah Halley Finn|Sarah Halley Finn|Kim Richards|Kim Richards|Greig Fraser|Greig Fraser|Andrew L. Jones|Heather Wagner|Heather Wagner|Richard Bluff|Joseph Porro|John Bartnicki|John Bartnicki|Doug Chiang|Doug Chiang|Janet Lewin|Jason McGatlin|Baz Idoine|Andrew S. Eisen|Stephanie McNally|Ryan Rubin|Bonnie Wild|Bonnie Wild|Gary Marcus|Matthew Milan|Jason Z. Kemp|Dave Lowery|Gregory J. Pawlik Jr.|Dean Cundey|Adam Gerstel|Matthew Jensen|Dylan Firshein|Josh Roth|Shawna Trpcic|Amanda Serino|John Hampian|Abbigail Keller|Abbigail Keller|Maria Sandoval|Sarah Hodges Olivieri|Grady Cofer|Cristina Waltz|Noah Kloor|Jude Lane-Babcock|Clint Spillers|Kristen Schreck|Regina Hermosillo|Heather Kehayas|Paul Hughen|Erik Jessen,24,3.5,1,2021,82856,"After the fall of the Galactic Empire, lawlessness has spread throughout the galaxy. A lone gunfighter makes his way through the outer reaches, earning his keep as a bounty hunter.",Bounty hunting is a complicated profession.,https://image.tmdb.org/t/p/w500/sWgBv7LV2PRoQgkxwlibdGXKz1S.jpg,https://image.tmdb.org/t/p/w500/9zcbqSxdsRMZWHYtyCd1nXPr2xq.jpg,8.415,10629,2019-11-12,2023-04-19,3,24,COMPLETE
Star Trek: Lower Decks,39323,Comedy|Science-Fiction,"The lives of the support crew serving on one of Starfleet's least important ships, the U.S.S. Cerritos, in 2380. Ensigns Mariner, Boimler, Rutherford and Tendi have to keep up with their duties and their social lives, often while the ship is being rocked by a multitude of sci-fi anomalies.",,26,44049,English,Ended,United States,7.6,,99,Animation,Tawny Newsome|Jack Quaid|Noël Wells|Eugene Cordero|Jerry O'Connell|Dawnn Lewis|Fred Tatasciore|Gillian Vigman,"Ensign Beckett Mariner|Ensign Bradward ""Brad"" Boimler|Ensign D'Vana Tendi|Ensign Samanthan ""Sam"" Rutherford|Commander Jack Ransom|Captain Carol Freeman|Lieutenant Shaxs|Dr. T'Ana",Alex Kurtzman|Heather Kadin|Grace Parra|Grace Parra|Chris Prynoski|Shannon Prynoski|Chris Kula|Chris Kula|Brian Bradley|Mike McMahan|Mike McMahan|Aaron Baiers|Rod Roddenberry|John Cochran|Trevor Roth|Ruth Lambert|Aaron Burdette|Ben Rodgers|Ben Rodgers|Ben Rodgers|Amber Funk|Brad Winters|Brad Winters|M. Willis|Ben Kalina|Konrad Pinon|Edgar Momplaisir|Chris Westlake|Chris Westlake|Robert McGee|Robyn Johnson|Robyn Johnson|Katie Krentz|David Wright|Kramer Hoehn|Barry J. Kelly|Barry J. Kelly|Dave Ihlenfeld|Kathryn Lyn|Cullen Crawford|Ann Kim|Andy Maxwell|Benjamin Kaltenecker|Garrick Bernard|Garrick Bernard|Nollan Obena|Lil Babic|James Lucero|Megan Treviño|Kiran Bhakta Joshi|Rupak Kayastha|Jamie Loftus,50,3,1,2021,85948,"The lives of the support crew serving on one of Starfleet's least important ships, the U.S.S. Cerritos, in 2380. Ensigns Mariner, Boimler, Rutherford and Tendi have to keep up with their duties and their social lives, often while the ship is being rocked by a multitude of sci-fi anomalies.",The adventure begins when their shift ends.,https://image.tmdb.org/t/p/w500/i7Em3r7KCyNfkOwMkyqN8UMvK8S.jpg,https://image.tmdb.org/t/p/w500/kG7GwGBHpCI6lA6SaEydKHHOxkU.jpg,7.637,401,2020-08-06,2024-12-19,5,50,COMPLETE
Community,318,Comedy,"Follow the lives of a group of students at what is possibly the world’s worst community college in the fictional locale of Greendale, Colorado.",30,30,40073,English,Ended,United States,8.3,,95,Scripted,Joel McHale|Gillian Jacobs|Danny Pudi|Alison Brie|Yvette Nicole Brown|Jim Rash|Ken Jeong|Donald Glover|Chevy Chase,Jeff Winger|Britta Perry|Abed Nadir|Annie Edison|Shirley Bennett|Dean Craig Pelton|Señor Ben Chang|Troy Barnes|Pierce Hawthorne,Tristram Shapeero|Tim Hobert|O'Shea Read|Erik Sommers|Dan Harmon|Dan Harmon|Jon Pollack|Karey Dornetto|Patrick Kienlen|Patrick Kienlen|Anthony Russo|Neil Goldman|Garrett Donovan|Gary Foster|Russ Krasnoff|Andy Bobrow|Hilary Winston|Hilary Winston|A.J. Morewitz|Dino Stamatopoulos|Andres Anglade|Sean Veder|Joe Russo|Liz Cackowski|Mary Fukuto|Jake Aust|Chris McKenna|Chris McKenna|Heather Petrigala,110,5,7,2021,18347,"Follow the lives of a group of students at what is possibly the world’s worst community college in the fictional locale of Greendale, Colorado.",Mastering the B.S. degree at community college.,https://image.tmdb.org/t/p/w500/3KUjDt8XY7w2Ku70UE0SECmv1zP.jpg,https://image.tmdb.org/t/p/w500/OylSdzVezjwGLYM0w73mUPNHM4.jpg,7.998,1950,2009-09-17,2015-06-02,6,110,COMPLETE
Titans,27557,Drama|Action|Science-Fiction,A team of young superheroes led by Nightwing (formerly Batman's first Robin) form to combat evil and other perils.,,49,43385,English,Ended,United States,7.7,,99,Scripted,Brenton Thwaites|Anna Diop|Ryan Potter|Teagan Croft|Joshua Orpin|Curran Walters|Conor Leslie|Minka Kelly|Alan Ritchson|Jay Lycurgo|Joseph Morgan|Savannah Welch|Franka Potente|Damaris Lewis|Chelsea T. Zhang,"Dick Grayson / Robin / Nightwing|Kory Anders / Koriand'r / Starfire|Garfield ""Gar"" Logan / Beast Boy|Rachel Roth / Raven|Conner Kent / Superboy|Jason Todd / New Robin / The Red Hood|Donna Troy / Wonder Girl|Dawn Granger / Dove|Hank Hall / Hawk|Tim Drake|Sebastian Sanger|Barbara Gordon|May Bennett / Mother Mayhem|Blackfire|Rose Wilson / Ravager",John Fawcett|Greg Berlanti|Greg Berlanti|Jennifer Lence|Jennifer Lence|Carl Ogawa|Carl Ogawa|Geoff Johns|Geoff Johns|Gabrielle Stanton|Richard Hatem|Richard Hatem|David Greene|Sarah Schechter|Brad Anderson|Tom Flores|Tom Flores|Akiva Goldsman|Akiva Goldsman|Greg Walker|Jamie Gorenberg|Carol Banker|Christiana Hooks|Tony Solomons|Marisha Mukerjee|Tom Pabst|Tom Pabst|Chris McGeary|Dan Hiland|Robert Ortiz|Gary Calamar|Avi Youabian|Tirsa Hackshaw|Lyndsey Baldasare|Josh Gray|Laurie Mirsky|Ingrid Jurek|Michael Wray|John Dondertman|Ian Brock|John Buchan|Jason Knight|Boris Mojsovski|Kevin Kiner|Andrew Kasch|Carol Stutz|David H. Rapaport|Sara Mineo|Mark Reid|Andrew McNeill|Adam Goodell|Todd Beckett|Brendan Steacy|Tanya Giang|Laura Jean Shannon|Blyth Nailling|Charlie Crutcher|Clint Mansell|Brian Wessel|Bryan Edward Hill|Bryan Edward Hill|Bryan Edward Hill|Spencer Wright|Brandon Hwang|Prathi Srinivasan|Prathi Srinivasan|Joshua Levy|Joshua Levy|Stephanie Coggins|Joyce Schure|Randall W. Smith|Vince Tennant|Robert Crowther|Jonathan Gabay|Aidan Leroux|Kate McCarthy|Camille Verschooris|Matt Hotson|Rick Kush|Cheyenne Byng|Chandler Boriska|Gunnar Hansen|Melissa Brides|Morgyn Johnston|Adam DeViller|Raymond P. Walsh|Nola Chaters|Jennifer O'Connor|Stacie Merriman|Fraser Brown,49,2,1,2021,75450,A team of young superheroes led by Nightwing (formerly Batman's first Robin) form to combat evil and other perils.,Heroes will rise ... or Gotham will fall.,https://image.tmdb.org/t/p/w500/8e6QiSexmYKaiHGPvbhaFMmQEhc.jpg,https://image.tmdb.org/t/p/w500/iAzH3jFEaDMkjEsNNBUpGzSJ6VR.jpg,7.885,2777,2018-10-12,2023-05-11,4,49,COMPLETE
The Legend of Korra,178,Action|Adventure|Fantasy,"Avatar Korra, a headstrong, rebellious, feisty young woman who continually challenges and breaks with tradition, is on her quest to become a fully realized Avatar. In this story, the Avatar struggles to find balance within herself.",30,30,41013,English,Ended,United States,8,,97,Animation,Janet Varney|P.J. Byrne|David Faustino|J.K. Simmons|Seychelle Gabriel|Dee Bradley Baker|Mindy Sterling|Dee Bradley Baker|Kiernan Shipka|John Michael Higgins|Richard Riehle|James Remar|Adrian LaTourelle|Lisa Edelstein|Anne Heche|Steve Blum|Henry Rollins|Zelda Williams|Dee Bradley Baker,Korra|Bolin|Mako|Tenzin|Asami Sato|Pabu|Lin Beifong|Naga|Jinora|Iknik Blackstone Varrick|Bumi|Tonraq|Unalaq|Kya|Suyin Beifong|Amon|Zaheer|Kuvira|Tarrlok,Bryan Konietzko|Bryan Konietzko|Michael Dante DiMartino|Michael Dante DiMartino|Joaquim dos Santos|Ki Hyun Ryu|Lauren Montgomery,52,3,1,2021,33880,"Avatar Korra, a headstrong, rebellious, feisty young woman who continually challenges and breaks with tradition, is on her quest to become a fully realized Avatar. In this story, the Avatar struggles to find balance within herself.",Only the Avatar can master all four elements.,https://image.tmdb.org/t/p/w500/dZgYvSfuh1YHDrJuILlVQ5oA2hF.jpg,https://image.tmdb.org/t/p/w500/hmrNfrUl3FFaymDj6Iw5oKQjIs2.jpg,8.209,2225,2012-04-14,2014-12-18,4,52,COMPLETE
The Witcher,28276,Drama|Action|Fantasy,"Geralt of Rivia, a mutated monster-hunter for hire, journeys toward his destiny in a turbulent world where people often prove more wicked than beasts.",,58,43819,English,Running,United States,8.1,,100,Scripted,Henry Cavill|Freya Allan|Anya Chalotra|Mimi Ndiweni|Eamon Farren|MyAnna Buring|Joey Batey|Wilson Radjou-Pujalte|Anna Shaffer|Royce Pierreson|Tom Canton|Mahesh Jadu|Mecia Simson|Graham McTavish|Bart Edwards|Cassie Clare|Hugh Skinner|Kim Bodnia|Meng'er Zhang,Geralt of Rivia|Princess Cirilla of Cintra|Yennefer of Vengerberg|Fringilla Vigo|Cahir|Tissaia de Vries|Jaskier|Dara|Triss Merigold|Istredd|Filavandrel|Vilgefortz of Roggeveen|Francesca Findabair|Sigismund Dijkstra|Lord Urcheon of Erlenwald (Duny)|Philippa Eilhart|Prince Radovid|Vesemir|Milva,Jenny Klein|Alik Sakharov|Lauren Schmidt|Lauren Schmidt|Matthew D'Ambrosio|Declan de Barra|Declan de Barra|Sneha Koorse|Sneha Koorse|Sean Daniel|Mike Ostrowski|Mike Ostrowski|David Minkowski|Marc Jobst|Beau DeMayo|Beau DeMayo|Jason F. Brown|Edd Bennetto|Gavin Struthers|Joseph Trapanese|Tim Aslam|Nick Arthurs|Andrzej Sapkowski|Andrzej Sapkowski|Tomasz Bagiński|Jaroslaw Sawko|Giona Ostinelli|Sonya Belousova|Liana Del Giudice|Ildikó Kemény|Andrew Laws|Haily Hall|Simon Emanuel|Simon Emanuel|Piotr Sikora|Steve Gaub|Steve Gaub|Suzie Shearer|Tamas Gal|Darren Mackie|Sophie Holland|Kata Baranyi|Arabella Winter|Danny Sheehan|Matthew Collinge|Paul Cotterell|Paul Carter|Lucinda Wright|Matthew O'Toole|Karol Zbikowski|Mark Birmingham|Sean Guest|Sean Guest|Tera Vale Ragan|Romain Lacourbas|Ella Chaitow|Pat Karam|Sarah Macfarlane|Dadi Einarsson|Gavin Round|Deb Watson|Finnian Tweed|Robert Farr|Tom Melling|Tom Forbes,24,1,0,2021,71912,"Geralt of Rivia, a mutated monster-hunter for hire, journeys toward his destiny in a turbulent world where people often prove more wicked than beasts.",Destiny is a beast.,https://image.tmdb.org/t/p/w500/AoGsDM02UVt0npBA8OvpDcZbaMi.jpg,https://image.tmdb.org/t/p/w500/foGkPxpw9h8zln81j63mix5B7m8.jpg,7.963,6450,2019-12-20,2025-10-30,4,32,COMPLETE
Two and a Half Men,130,Comedy,A hedonistic jingle writer's free-wheeling life comes to an abrupt halt when his brother and 10-year-old nephew move into his beach-front house.,30,30,37886,English,Ended,United States,6.7,,98,Scripted,Jon Cryer|Angus T. Jones|Conchata Ferrell|Charlie Sheen|Holland Taylor|Ashton Kutcher|Marin Hinkle|Melanie Lynskey|Jennifer Taylor|Amber Tamblyn|April Bowlby|Edan Alexander,Alan Harper|Jake Harper|Berta|Charlie Harper|Evelyn Harper|Walden Schmidt|Judith|Rose|Chelsea|Jenny|Kandi|Louis,Sid Youngers|Sid Youngers|Chuck Lorre|Chuck Lorre|Chuck Lorre|Lee Aronsohn|Lee Aronsohn|Lee Aronsohn|Lee Aronsohn|Eddie Gorodetsky|Eddie Gorodetsky|Eddie Gorodetsky|Eddie Gorodetsky|Peter Chakos|Mary T. Quigley|Mary T. Quigley|Susan McMartin|Susan McMartin|Jeff Lowell|Tamara Johnson|Jean Sagal|Gemma Baker|Nick Bakay|Alissa Neubauer|Steven Banks|Andy Ackerman|Kim Tannenbaum|Eric Tannenbaum|Oren Koules|Mark Burg|Susan Beavers|Susan Beavers|Susan Beavers|Susan Beavers|Jim Patterson|Jim Patterson|Jim Patterson|Jim Patterson|Jim Patterson|Jim Patterson|Don Reo|Don Reo|Michael Collier|Michael Collier|Michael Collier|Jeff Abugov|David Richardson|David Richardson|Steve Tompkins|Eric Lapidus|Eric Lapidus|Joe Bella|Joe Bella|Toti Levine|Toti Levine|Carol Anne Miller|Carol Anne Miller|Carol Anne Miller|Carol Anne Miller|Stephen Leff|Saladin K. Patterson|James Vallely|Frank Merwald|Jerry O'Sullivan|Kathy Nawabi|Katie Jones|Mark Roberts|Mark Roberts|Mark Roberts|Mark Roberts|Don Foster|Don Foster|Don Foster|Grant Geissman|Grant Geissman|Max Searle|Max Searle|Erin Braun|Warren Bell|Ann Shea|Tracey Ormandy|Steven V. Silver|John Shaffner|John Shaffner|Kathy Oldham|Pixie Schwartz|Nikki Valko|Ken Miller|Francoise Cherry-Cohen|Bruce Peters|Charlie McDaniel|Peter Pappas|Laura Lynn|Matt Ross|Matt Ross|Bob LaMasney|Dennis C. Brown|Tom Moore|Tim Kelleher|Dale White|Christian Jensen|Mark K. Samuels|Joseph Stafford|Janice Berridge|Tony Askins|Jean Zuhorski|Caryn Shick,262,2,1,2021,2691,A hedonistic jingle writer's free-wheeling life comes to an abrupt halt when his brother and 10-year-old nephew move into his beach-front house.,Two adults. One kid. No grown-ups.,https://image.tmdb.org/t/p/w500/xgfjxyV3g1S68opzuvG6G87muDp.jpg,https://image.tmdb.org/t/p/w500/2pOmuq4nkWZzwZbOfZq7CyyQAsM.jpg,7.444,3526,2003-09-22,2015-02-19,12,262,COMPLETE
Blood of Zeus,50777,Action|Anime|Fantasy,"In a brewing war between the gods of Olympus and the titans, Heron, a commoner living on the outskirts of ancient Greece, becomes mankind's best hope of surviving an evil demon army, when he discovers the secrets of his past.",,29,44131,English,Ended,United States,6.1,,98,Animation,Derek Phillips|Elias Toufexis|Jessica Henwick|Claudia Christian|Jason O'Mara|Fred Tatasciore|Chris Diamantopoulos|Adetokumboh M'Cormack|Chris Diamantopoulos|Lara Pulver|Cissy Jones|Mamie Gummer|Alfred Molina,Heron|Seraphim|Alexia|Hera|Zeus|Hades|Evios|Kofi|Poseidon|Persephone|Demeter|Electra|Cronus,Jae Hong Kim|Meredith Layne|Brad Graeber|Charles Parlapanides|Charles Parlapanides|Vlas Parlapanides|Vlas Parlapanides|Michael Hughes|Michael Hughes|Shane Minshew|Paul Edward-Francis|Chantal Hennessey|Dario Barrera|Lynn Barzola-Fregoso,24,1,0,2021,111111,"In a brewing war between the gods of Olympus and the titans, Heron, a commoner living on the outskirts of ancient Greece, becomes mankind's best hope of surviving an evil demon army, when he discovers the secrets of his past.","When evil descends, a new myth rises.",https://image.tmdb.org/t/p/w500/zXRR5tgGLtKrRmuN4ko9SLAdCiZ.jpg,https://image.tmdb.org/t/p/w500/5Oj9YrVNadPGMyMOCt9SDfeF3Je.jpg,7.76,593,2020-10-27,2025-05-08,3,24,COMPLETE
The Flight Attendant,42843,Comedy|Thriller|Mystery,"Flight attendant Cassandra Bowden wakes in her hotel room hungover from the night before in Dubai with a dead body lying next to her. Afraid to call the police, she continues her morning as if nothing happened. In New York, she is met by FBI agents who question her about her recent layover in Bangkok. Still unable to piece the night together, she begins to wonder if she could be the killer.",,44,44153,English,Ended,United States,7.1,,98,Scripted,Kaley Cuoco|Rosie Perez|Zosia Mamet|Griffin Matthews|Deniz Akdeniz|T.R. Knight|Michelle Gomez|Michiel Huisman|Colin Woodell|Mo McRae|Callie Hernandez|Joseph Julian Soria|Merle Dandridge|Nolan Gerard Funk|Cheryl Hines,Cassandra 'Cassie' Bowden|Megan Briscoe|Annie Mouradian|Shane Evans|Max|Davey Bowden|Miranda Croft|Alex Sokolov|Buckley Ware|Benjamin Berry|Gabrielle Diaz|Esteban Diaz|Special Agent Kim Hammond|Van White|Dot Karlson,Greg Berlanti|Jennifer Lence|Carl Ogawa|Carl Ogawa|Sarah Schechter|Meredith Lavender|Marcie Ulin|Kaley Cuoco|Elizabeth Benjamin|Liz Sagal|Ticona S. Joy|Daniele Nathanson|Natalie Chaidez|Silver Tree|Susanna Fogel|Steve Yockey|Steve Yockey|Anthony Miller|Cort Fey|Blake Neely|John Papsidera|Angela Claverie|Mike Marchain|Beth Bowling|Kim Miscia|Michael Rios|Lisle Engle|Raymond Quinlan|Suzanne McCormack|Suzanne McCormack|Jacquie Dore|Frankie Pine|Rita K. Sanders|Robert Reeves|Louisa Levy|Derek Peterson|Jess Meyer|Stephanie Johnson|Stephanie Johnson|Brian Burgoyne|Matt Vowles|Kara Lee Corthron|Kim Winther|Chris Bohjalian|Dannah Shinder|Erin Koplow|Sara K. White|David Madden|Ian Weinreich|Ian Weinreich|Erika Kennair|Bonnie Munoz|Bonnie Munoz|Bonnie Munoz|Ryan Jennifer Jones|Ryan Jennifer Jones|Heather Persons|Cat Thomas|Kristin Layne Tucker|Erik J. Carpenter|Alexis Schmidtberger|Haruna Lee|Nina Ruscio|Mari-an Ceo|Michael Marcellino,16,1,0,2021,93287,"Flight attendant Cassandra Bowden wakes in her hotel room hungover from the night before in Dubai with a dead body lying next to her. Afraid to call the police, she continues her morning as if nothing happened. In New York, she is met by FBI agents who question her about her recent layover in Bangkok. Still unable to piece the night together, she begins to wonder if she could be the killer.",The woman who knew too much.,https://image.tmdb.org/t/p/w500/oCK0o8CWV46Z0PUdh7CKXnjD2Po.jpg,https://image.tmdb.org/t/p/w500/yfolrexaapJ1LIxGaNmGqJdo7LT.jpg,7.114,594,2020-11-26,2022-05-26,2,16,COMPLETE
How I Met Your Mother,171,Drama|Comedy|Romance,A father recounts to his children - through a series of flashbacks - the journey he and his four best friends took leading up to him meeting their mother.,30,30,38614,English,Ended,United States,7.9,,97,Scripted,Josh Radnor|Jason Segel|Cobie Smulders|Neil Patrick Harris|Alyson Hannigan|Bob Saget|Cristin Milioti,Ted Mosby|Marshall Eriksen|Robin Scherbatsky|Barney Stinson|Lily Aldrin|Narrator|The Mother,Phil Lord|Christopher Miller|DeAnn Heline|Eileen Heisler|Tamara Johnson|Joe Kelly|Joe Kelly|Joe Kelly|Craig Thomas|Craig Thomas|Greg Malins|Greg Malins|Pamela Fryman|Carter Bays|Carter Bays|Chuck Tatham|Chuck Tatham|Jamie Rhonheimer|Jamie Rhonheimer|Jamie Rhonheimer|Kourtney Kang|Kourtney Kang|Kourtney Kang|Kourtney Kang|Stephen Lloyd|Stephen Lloyd|Chris Harris|Chris Harris|Chris Harris|Suzy Mamann Greenberg|Suzy Mamann Greenberg|Suzy Mamann Greenberg|Theresa Mulligan Rosenthal|Theresa Mulligan Rosenthal|Robia Rashid|Robia Rashid|Tami Sagher|Missy Alexander|Missy Alexander|Matt Kuhn|Rob Greenberg|Rob Greenberg|Reid Watanabe|John Mabry|Brenda Hsueh|Sam Johnson|Chris Marcil|Rob Fox|Randy Cordray|Steven V. Silver|Kathy Oldham|Bob La Masney|Christian La Fountaine|Kirk Benson|Sue Federman|Megan Branman|Stewart Halpern-Fingerhut|John Bickelhaupt|Liz Schmidt|Jonathan Groff|Steve Olson,208,4,1,2021,1100,A father recounts to his children - through a series of flashbacks - the journey he and his four best friends took leading up to him meeting their mother.,A love story in reverse.,https://image.tmdb.org/t/p/w500/b34jPzmB0wZy7EjUZoleXOl2RRI.jpg,https://image.tmdb.org/t/p/w500/gvEisYtZ0iBMjnO3zqFU2oM26oM.jpg,8.141,5485,2005-09-19,2014-03-31,9,208,COMPLETE
WandaVision,41748,Drama|Comedy|Science-Fiction,Wanda Maximoff and Vision—two super-powered beings living idealized suburban lives—begin to suspect that everything is not as it seems.,,36,44211,English,Ended,United States,7.6,,98,Scripted,Elizabeth Olsen|Paul Bettany|Kathryn Hahn|Teyonah Parris|Randall Park|Kat Dennings|Debra Jo Rupp|Evan Peters|Fred Melamed|Paul Bettany,Wanda Maximoff / The Scarlet Witch|Vision|Agatha Harkness / Agnes|Monica Rambeau / Geraldine|Agent James E. Woo|Dr. Darcy Lewis|Sharon Davis / Mrs. Hart|Pietro Maximoff / Quicksilver|Todd Davis / Arthur Hart|The Vision,Matt Shakman|Jason Stamey|Louis D'Esposito|Kevin Feige|Bobak Esfarjani|Gretchen Enders|Nona Khodai|Christophe Beck|Meaghan F. McLaughlin|Tim Roche|Stephanie Tull|Mark Worthington|Mackenzie Dohr|Mary Kane|Mary Kane|Chuck Hayward|Sarah Halley Finn|Sarah Halley Finn|Peter Cameron|Janell M. Sammelman|Jac Schaeffer|Jac Schaeffer|Victoria Alonso|Mary Livanos|Trevor Waterson|Jess Hall|Mayes C. Rubeo|Tara DeMarco|Kristen Anderson-Lopez|Robert Lopez|Dave Jordan|Gwendolyn Yates Whittle|Kim Foscato|Danielle Dupre|Jason Tamez|Zene Baker|James Alexander,9,3.5,1,2021,85271,Wanda Maximoff and Vision—two super-powered beings living idealized suburban lives—begin to suspect that everything is not as it seems.,Experience a new vision of reality.,https://image.tmdb.org/t/p/w500/frobUz2X5Pc8OiVZU8Oo5K3NKMM.jpg,https://image.tmdb.org/t/p/w500/lOr9NKxh4vMweufMOUDJjJhCRHW.jpg,8.202,12465,2021-01-15,2021-03-05,1,9,COMPLETE
